Taxon_Name	Rank	Rank_Name	Rank_Priority	NCBI_TaxID	Confidence	Priority	Description	In_Both	In_RVDB	In_NCBI	RVDB_Reads_Direct	RVDB_Reads_Total	RVDB_Percent	NCBI_Reads_Direct	NCBI_Reads_Total	NCBI_Percent	Max_Direct_Reads	Max_Percent	Avg_Percent
Aeromonas phage LAh10	S1	Subspecies	9	2591025	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Caprine kobuvirus	S1	Subspecies	9	1452516	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Erwinia phage pEp_SNUABM_01	S1	Subspecies	9	2601643	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Avian leukosis virus	S1	Subspecies	9	11864	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Mycobacterium phage Firehouse51	S1	Subspecies	9	2776877	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Pseudomonas phage vB_PaeS_PAJD-1	S1	Subspecies	9	2822848	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Cotonvirus japonicus	S1	Subspecies	9	2811091	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Physalis rugose mosaic virus	S1	Subspecies	9	2607629	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Aureococcus anophagefferens virus	S1	Subspecies	9	1474867	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Vombatid gammaherpesvirus 1	S1	Subspecies	9	2052651	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Lactococcus phage GE1	S1	Subspecies	9	1698369	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Salmonella phage GRNsp27	S1	Subspecies	9	2959429	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Grapevine leafroll-associated virus 4	S1	Subspecies	9	70177	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Burkholderia phage Bcep22	S1	Subspecies	9	2883944	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Gordonia phage GAL1	S1	Subspecies	9	1647469	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Cowpox virus	S1	Subspecies	9	10243	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Melon yellow spot virus	S1	Subspecies	9	89471	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
Stx2-converting phage Stx2a_WGPS2	S1	Subspecies	9	1226260	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Achromobacter phage Mano	S1	Subspecies	9	2767570	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Mycobacterium phage Rockstar	S1	Subspecies	9	1034144	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Human coronavirus HKU1	S1	Subspecies	9	290028	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
Aeromonas phage PS1	S1	Subspecies	9	2591406	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Aeromonas phage 2L372X	S1	Subspecies	9	2588515	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Fusobacterium phage Fnu1	S1	Subspecies	9	2530024	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Pseudomonas phage NV1	S1	Subspecies	9	2079543	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Escherichia phage ev017	S1	Subspecies	9	2847060	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
ssRNA phage SRR6960799_36	S1	Subspecies	9	2786594	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Gordonia phage EMoore	S1	Subspecies	9	2656534	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Helicoverpa zea nudivirus 2	S1	Subspecies	9	1128424	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Norovirus GII.17	S3	S3	99	552592	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	7	7	0.0	43	43	0.0	43	0.0	0.0
unclassified Coccolithovirus	G1	G1	99	372443	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	42	42	0.0	0	0	0.0	42	0.0	0.0
Rotavirus G3	S2	S2	99	73036	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	36	55	0.0	0	0	0.0	36	0.0	0.0
Rotavirus A Hu/6784/2000/ARN/Cameroon	S3	S3	99	545676	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	34	34	0.0	0	0	0.0	34	0.0	0.0
Halorubrum sodomense tailed virus 4	S2	S2	99	2878013	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	32	32	0.0	32	0.0	0.0
Astrovirus MLB1	S2	S2	99	568715	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	26	26	0.0	27	27	0.0	27	0.0	0.0
Bovine rotavirus	S4	S4	99	10927	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	25	25	0.0	0	0	0.0	25	0.0	0.0
Simian adenovirus 18	S2	S2	99	909210	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	22	22	0.0	22	0.0	0.0
unclassified Mamastrovirus	G1	G1	99	526119	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	20	36276	1.42	0	0	0.0	20	1.42	1.42
unclassified Nimaviridae	F1	F1	99	2133791	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	19	29	0.0	0	0	0.0	19	0.0	0.0
Human astrovirus 4	S2	S2	99	35300	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	17	17	0.0	0	0	0.0	17	0.0	0.0
Simian adenovirus 16	S2	S2	99	1715778	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	16	16	0.0	16	0.0	0.0
Rotavirus A human/Bethesda/DC5544/1991/G3P[8]	S4	S4	99	641358	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	14	14	0.0	0	0	0.0	14	0.0	0.0
Rotavirus G1	S2	S2	99	72132	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	14	26	0.0	0	0	0.0	14	0.0	0.0
Mesangiospermae	C1	C1	99	1437183	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	14	47	0.0	0	0	0.0	14	0.0	0.0
Astrovirus PA	S2	S2	99	1659650	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	13	13	0.0	0	0	0.0	13	0.0	0.0
Mammalian orthoreovirus 3 Dearing	S3	S3	99	10886	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	13	13	0.0	13	0.0	0.0
Rotavirus A human/Vanderbilt/VU05-06-23/2005/G1P[8]	S3	S3	99	1004844	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	12	12	0.0	0	0	0.0	12	0.0	0.0
unclassified Orthopicobirnavirus	G1	G1	99	2960910	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	12	13435	0.53	1	28	0.0	12	0.53	0.265
Human adenovirus 54	S2	S2	99	651580	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	11	11	0.0	11	0.0	0.0
Sapovirus GV.1	S3	S3	99	1658270	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	11	11	0.0	0	0	0.0	11	0.0	0.0
Rotavirus A human/Bethesda/DC1359/1980/G4P[8]	S3	S3	99	757017	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	10	10	0.0	0	0	0.0	10	0.0	0.0
Pseudomonas phage PaMx74	S2	S2	99	1175663	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	10	10	0.0	10	0.0	0.0
Thermoproteus tenax virus 1	S2	S2	99	10479	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	9	9	0.0	9	0.0	0.0
Sapovirus GV	S2	S2	99	515180	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	9	25	0.0	0	0	0.0	9	0.0	0.0
Hepatitis C virus subtype 1b	S2	S2	99	31647	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	9	9	0.0	0	0	0.0	9	0.0	0.0
Equine rotavirus A	S2	S2	99	31590	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	9	9	0.0	0	0	0.0	9	0.0	0.0
Human rotavirus A RMC437	S3	S3	99	290543	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	9	9	0.0	0	0	0.0	9	0.0	0.0
Sapovirus GIV.1	S3	S3	99	1658269	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Eukaryota	R2	R2	99	2759	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	63	0.0	0	0	0.0	8	0.0	0.0
Rotavirus G4	S2	S2	99	35336	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	18	0.0	0	0	0.0	8	0.0	0.0
Simian rotavirus A/SA11	S3	S3	99	10923	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Human astrovirus 2	S2	S2	99	12701	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	8	8	0.0	0	0	0.0	8	0.0	0.0
Mycobacterium phage Phabba	S2	S2	99	2027899	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	8	8	0.0	8	0.0	0.0
Pseudomonas phage PAE1	S2	S2	99	1718273	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	7	7	0.0	7	0.0	0.0
Human astrovirus 1	S2	S2	99	12456	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	7	7	0.0	0	0	0.0	7	0.0	0.0
Human rotavirus P[8]	S3	S3	99	370529	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Porcine rotavirus	S2	S2	99	10913	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	6	6	0.0	0	0	0.0	6	0.0	0.0
Simian adenovirus 19	S2	S2	99	38416	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Molluscum contagiosum virus subtype 1	S2	S2	99	10280	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	3	3	0.0	5	5	0.0	5	0.0	0.0
Sapovirus Hu/Nagoya/NGY-1/2012/JPN	S3	S3	99	1280920	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	5	5	0.0	5	0.0	0.0
Mammalian orthoreovirus 3	S2	S2	99	538123	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	5	5	0.0	5	18	0.0	5	0.0	0.0
Rotavirus A giraffe/UCD/IRL/2007	S3	S3	99	705080	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	5	0.0	0	0	0.0	5	0.0	0.0
Silene sect. Melandrium	G2	G2	99	2777061	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	5	5	0.0	0	0	0.0	5	0.0	0.0
Norovirus Hu/GII.2/OC080306/2008/JPN	S4	S4	99	697593	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
HIV-1 06TG.HT066	S3	S3	99	587223	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Human adenovirus 31	S2	S2	99	10529	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Human adenovirus 1	S2	S2	99	10533	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Human lung-associated vientovirus FB	S2	S2	99	2571082	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Mythimna loreyi densovirus	S3	S3	99	185636	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Simian adenovirus 49	S2	S2	99	995022	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Simian Agent 10	S2	S2	99	929831	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	4	4	0.0	4	0.0	0.0
Norovirus Hu/GII/JP/2012/GII.P16_GII.2/Saitama-121	S4	S4	99	1934272	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Coxsackievirus A6	S2	S2	99	86107	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
papaya mottle-associated virus	S2	S2	99	3071214	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Rotavirus A human/Bethesda/DC23/1976/G3P[8]	S4	S4	99	641354	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	4	4	0.0	0	0	0.0	4	0.0	0.0
Rotavirus G2	S2	S2	99	73034	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Human astrovirus 6	S2	S2	99	37130	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Sapovirus Hu/Ehime/01-1669/2001	S3	S3	99	255232	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Norovirus Hu/GII/JP/2010/GII.P16_GII.2/Osaka-019	S4	S4	99	1934280	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Rotavirus A pig/India/RU172/G12P[7]	S3	S3	99	757426	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Sapovirus Hu/Dresden/pJG-Sap01/DE	S3	S3	99	291175	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Rotavirus D chicken/05V0049/DEU/2005	S2	S2	99	884200	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Norovirus GI	S2	S2	99	122928	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	3	4	0.0	1	4	0.0	3	0.0	0.0
unclassified Astroviridae	F1	F1	99	352926	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	3	12682	0.5	2	998	0.04	3	0.5	0.27
Grapevine virus L	S2	S2	99	2283237	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	S3	S3	99	1307163	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
unclassified Botourmiaviridae	F1	F1	99	2587553	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3329	0.13	0	0	0.0	3	0.13	0.13
unclassified Kobuvirus	G1	G1	99	655314	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	15	0.0	3	0.0	0.0
unclassified Caudoviricetes	C1	C1	99	2788787	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	22	0.0	3	0.0	0.0
Norovirus Hu/GII/JP/2014/GII.Pe_GII.2/Saitama-127	S4	S4	99	1934265	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Pseudomonas phage MP1412	S2	S2	99	1204517	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	3	3	0.0	3	0.0	0.0
Norovirus Hu/GII.4/CHDC2094/1974/US	S4	S4	99	660656	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Sapovirus GI.1	S3	S3	99	1398550	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	3	3	0.0	0	0	0.0	3	0.0	0.0
Cotia virus SPAn232	S2	S2	99	930275	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Bovine herpesvirus type 1.1	S2	S2	99	79889	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Human rotavirus strain MP409	S3	S3	99	96046	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
unclassified Avastrovirus	G1	G1	99	336962	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	5	0.0	0	0	0.0	2	0.0	0.0
Human adenovirus 7	S2	S2	99	10519	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Paramecium bursaria Chlorella virus CVA-1	S2	S2	99	42683	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Tree shrew adenovirus 1	S2	S2	99	47680	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
unclassified Rotavirus A	S2	S2	99	375192	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	6	0.0	0	0	0.0	2	0.0	0.0
Megamimivirinae	F1	F1	99	3044648	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	5	0.0	2	8	0.0	2	0.0	0.0
Lamb rotavirus	S3	S3	99	28326	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Simian adenovirus 8	S2	S2	99	413258	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Caulobacter phage Sansa	S2	S2	99	1675600	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Primate norovirus	S3	S3	99	1903318	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
simian adenovirus 1	S2	S2	99	310540	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
human adenovirus 52	S2	S2	99	332179	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Chrysodeixis includens nucleopolyhedrovirus	S2	S2	99	1207438	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Norovirus Hu/GII.4/NIHIC14/2011/USA	S4	S4	99	1383592	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
unclassified Picobirnaviridae	F1	F1	99	1680129	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	627750	24.59	0	0	0.0	2	24.59	24.59
Sapovirus GII	S2	S2	99	515177	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	4	0.0	0	0	0.0	2	0.0	0.0
Rotavirus A RVA/Human-wt/NPL/07N1760/2007/G26P[19]	S3	S3	99	1933901	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Mammalian orthoreovirus 2	S2	S2	99	538121	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Rotavirus GB-503	S3	S3	99	199305	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
rhinovirus A12	S2	S2	99	147684	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Norovirus GII/Hu/JP/2002/GII.P5_GII.5/Saitama/T52	S4	S4	99	1529917	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Haloarcula californiae tailed virus 1	S2	S2	99	1273746	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Human adenovirus 105	S3	S3	99	3025490	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Norovirus Hu/GII.4/Turramurra/NSW892U/2009/AUS	S4	S4	99	925747	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Sapovirus Mc10	S3	S3	99	234601	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Simian adenovirus 20	S2	S2	99	585059	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Pseudomonas phage vB_PaeS_PAO1_Ab19	S2	S2	99	1548912	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Human adenovirus 81	S2	S2	99	1972755	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Human respiratory syncytial virus A	S2	S2	99	208893	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Rotavirus G28	S2	S2	99	1842895	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Hepatitis C virus subtype 6n	S2	S2	99	378506	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Astrovirus SG	S2	S2	99	767521	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Rotavirus G8	S2	S2	99	71031	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Sapovirus GII.1	S3	S3	99	1398548	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Rotavirus A RVA/Cow-tc/USA/B223/1983/G10P[11]	S4	S4	99	1835656	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Coxsackievirus A20	S2	S2	99	42782	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Norovirus Hu/GII.12/NIHIC6/2010/USA	S4	S4	99	1292396	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Sapovirus GI	S2	S2	99	515176	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	5	0.0	0	0	0.0	1	0.0	0.0
Sapovirus GII.3	S3	S3	99	1503998	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Pseudomonas phage NP1	S2	S2	99	1844477	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Acinetobacter phage Acj61	S2	S2	99	760732	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Choristoneura occidentalis alphabaculovirus	S2	S2	99	1367204	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Turkey astrovirus 2	S2	S2	99	246343	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Canine kobuvirus US-PC0082	S2	S2	99	1082189	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Orthocoronavirinae	F1	F1	99	2501931	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	43	0.0	0	0	0.0	1	0.0	0.0
Astrovirus dogfaeces/Italy/2005	S2	S2	99	566308	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Influenza A virus (A/swine/Denmark/16496-1/2008(H1N1))	S3	S3	99	1640336	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Arquatrovirinae	C1	C1	99	1982875	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	3694	0.14	1	0.14	0.14
Escherichia phage Ebrios	S2	S2	99	2099356	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
unclassified Chlorovirus	G1	G1	99	346674	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	3	0.0	0	0	0.0	1	0.0	0.0
Sulfolobus virus Kamchatka 1	S2	S2	99	248496	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Human metapneumovirus CAN97-83	S2	S2	99	694067	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Sapovirus Hu/Arg39/1995/ARG	S3	S3	99	231395	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Sapovirus Hu/GI/Sapporo/MT-2010/1982	S3	S3	99	758863	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Human herpesvirus 4 type 2	S2	S2	99	12509	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Enterovirus A120	S2	S2	99	1435148	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Feline coronavirus	S2	S2	99	12663	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Rotavirus RVA/Human-wt/USA/12US1134/2012/G3P[9]	S3	S3	99	1460005	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
enterovirus A114	S2	S2	99	2760809	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
